"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","15-00703484","03/13/2015","Front",,"Open",,"Vacant","false","false","731","N","LOREL","AVE","60644","1140542.14560179","1904331.63289699","37","15","25","41.89357542462","-87.75929057581","(41.893575424624, -87.75929057581)"
"Vacant/Abandoned Building","15-00708420","03/13/2015","Front",,"Boarded",,"Vacant","false","true","5433","S","UNION","AVE","60609","1172559.93049261","1868727.0339044","3","9","61","41.79522542807","-87.64275201055","(41.795225428072, -87.642752010548)"
"Vacant/Abandoned Building","15-00703500","03/13/2015","Front",,"Open",,"Vacant","false","false","4600","W","ADDISON","ST","60641","1144968.6437111","1923532.78487149","38","17","15","41.94618290205","-87.74254757444","(41.946182902047, -87.742547574439)"
"Vacant/Abandoned Building","15-00711228","03/13/2015","Front",,"Open","?","Vacant","false","false","4807","S","ADA","ST","60609","1168139.81941434","1872885.70322941","20","9","61","41.80673358227","-87.65884094151","(41.806733582267, -87.658840941509)"
"Vacant/Abandoned Building","15-00714553","03/13/2015","Front",,"Open","REAR","Vacant","false","true","726","E","92ND","ST","60619","1182683.60773355","1844131.18050655","6","6","44","41.72750274973","-87.60639086267","(41.72750274973, -87.60639086267)"
"Vacant/Abandoned Building","15-00707462","03/13/2015","Rear",,"Open","ALL","Vacant","false","false","3235","W","DOUGLAS","BLVD","60623","1154894.45001933","1893270.43832224","24","10","29","41.86294678187","-87.70687567612","(41.862946781872, -87.706875676121)"
"Vacant/Abandoned Building","15-00703493","03/13/2015","Front",,"Open",,"Vacant","false","false","4343","W","MAYPOLE","AVE","60624","1147285.75006978","1901098.59567831","28","11","26","41.88457713282","-87.73460623436","(41.884577132816, -87.734606234365)"
"Vacant/Abandoned Building","15-00700767","03/13/2015","Front",,"Open","FRONT","Vacant","false","false","6018","S","CHAMPLAIN","AVE","60637","1181599.52997382","1865249.16998735","20","3","42","41.78547780497","-87.60971128996","(41.78547780497, -87.609711289956)"
"Vacant/Abandoned Building","15-00687120","03/12/2015","Front",,"Open",,"Vacant","false","false","5314","S","ABERDEEN","ST","60609","1169885.00678196","1869566.03776712","16","9","61","41.79758629644","-87.65253661074","(41.79758629644, -87.652536610736)"
"Vacant/Abandoned Building","15-00694180","03/12/2015","Front",,"Open","FRONT AND REAR","Vacant","false","true","6135","S","EVANS","AVE","60637","1182276.72012708","1864493.56527323","20","3","42","41.78338869074","-87.60725182133","(41.783388690742, -87.607251821334)"
"Vacant/Abandoned Building","15-00683578","03/12/2015","Front",,"Open","REAR","Vacant","false","true","6525","S","ARTESIAN","AVE","60629","1161162.8031978","1861318.73380605","16","8","66","41.7751396917","-87.68475048777","(41.775139691703, -87.684750487765)"
"Vacant/Abandoned Building","15-00681047","03/12/2015","Front",,"Open",,"Vacant","false","true","1928","S","SAWYER","AVE","60623","1155001.34558733","1890335.8607721","24","10","29","41.85489183295","-87.70656191159","(41.854891832954, -87.706561911588)"
"Vacant/Abandoned Building","15-00687996","03/12/2015","Front",,"Boarded","FRONT/GATES ARE OPEN","Vacant","false","true","721","N","TRUMBULL","AVE","60624","1153249.56289825","1904594.05092542","27","11","23","41.89405274508","-87.71261329152","(41.894052745082, -87.71261329152)"
"Vacant/Abandoned Building","15-00682086","03/12/2015","Front",,"Open","ALL SIDES","Vacant","false","true","7214","S","ASHLAND","AVE","60636","1166933.3660245","1856822.20701876","17","7","67","41.76267925897","-87.66372463699","(41.762679258967, -87.663724636994)"
"Vacant/Abandoned Building","15-00685134","03/12/2015","Front",,"Boarded","FRONT","Vacant","false","false","10542","S","WENTWORTH","AVE","60628","1176818.32039594","1834934.63001526","34","5","49","41.70240007533","-87.6281521041","(41.702400075331, -87.628152104104)"
"Vacant/Abandoned Building","15-00691205","03/12/2015","Front",,"Boarded",,"Vacant","false","false","1211","S","INDEPENDENCE","BLVD","60623","1151441.72708526","1894380.2189275","24","10","29","41.86606058469","-87.7195212277","(41.866060584689, -87.719521227696)"
"Vacant/Abandoned Building","15-00687257","03/12/2015","Front",,"Open",,"Vacant","false","false","9160","S","DR MARTIN LUTHER KING JR","DR","60619","1180525.51832264","1844178.84932055","6","6","44","41.72768329943","-87.61429475433","(41.727683299434, -87.61429475433)"
"Vacant/Abandoned Building","15-00688847","03/12/2015","Garage",,"Open","FRONT DOOR","Vacant","false","true","2355","N","MOODY","AVE","60639","1135017.6901091","1914951.52718892","29","25","19","41.9228173619","-87.77932840987","(41.922817361904, -87.779328409867)"
"Vacant/Abandoned Building","15-00685858","03/12/2015","Rear",,"Open",,"Vacant","false","true","8732","S","WABASH","AVE","60619","1178237.02038827","1847112.90017397","6","6","44","41.73578685539","-87.6225890941","(41.735786855388, -87.622589094102)"
"Vacant/Abandoned Building","15-00682457","03/12/2015",,,,,,,,"3511","W","72ND","PL","60629","1154227.42043296","1856310.26576823","18","8","66","41.76153638929","-87.71030792257","(41.761536389288, -87.710307922568)"
"Vacant/Abandoned Building","15-00689303","03/12/2015","Front",,"Open",,"Vacant","false","false","6843","S","LOOMIS","BLVD","60636","1168177.10039041","1859372.74549969","17","7","67","41.76965161008","-87.65909287117","(41.769651610078, -87.659092871165)"
